d000.s00000.t00000 bn:00106124a
d000.s25839.t00000 bn:00082280v
d000.s25840.t00000 bn:00090745v
d000.s25841.t00000 bn:00082226v
d000.s25842.t00000 bn:00082226v
d000.s25843.t00000 bn:00082954v
d000.s25843.t00001 bn:00085711v
d000.s25843.t00002 bn:00091037v
d000.s25843.t00003 bn:00087608v
d000.s25843.t00004 bn:00087829v
d000.s25844.t00000 bn:00092969v
d000.s25844.t00001 bn:00087517v
d000.s25845.t00000 bn:00087731v
d000.s25846.t00000 bn:00091037v
d000.s25847.t00000 bn:00082226v
d000.s25848.t00000 bn:00087732v
d000.s25849.t00000 bn:00084059v
d000.s25850.t00000 bn:00083341v
d000.s25850.t00001 bn:00092413v
d000.s25851.t00000 bn:00087608v
d000.s25852.t00000 bn:00087608v
d000.s25853.t00000 bn:00082226v
d000.s25854.t00000 bn:00083341v
d000.s25855.t00000 bn:00095847v
d000.s25856.t00000 bn:00095572v
d000.s25857.t00000 bn:00083181v
d000.s25857.t00001 bn:00089027v
d000.s25858.t00000 bn:00086557v
d000.s25859.t00000 bn:00082214v
d000.s25860.t00000 bn:00085427v
d000.s25861.t00000 bn:00087128v
d000.s25861.t00001 bn:00090504v
d000.s25862.t00000 bn:00085528v
d000.s25863.t00000 bn:00082119v
d000.s25864.t00000 bn:00083803v
d000.s25865.t00000 bn:00095847v
d000.s25866.t00000 bn:00088944v
d000.s25867.t00000 bn:00085319v
d000.s25867.t00001 bn:00085653v
d000.s25867.t00002 bn:00087128v
d000.s25867.t00003 bn:00094612v
d000.s25868.t00000 bn:00082848v
d000.s25869.t00000 bn:00085711v
d000.s25869.t00001 bn:00082844v
d000.s25869.t00002 bn:00090033v
d000.s25870.t00000 bn:00091451v
d000.s25870.t00001 bn:00086624v
d000.s25871.t00000 bn:00092413v
d000.s25871.t00001 bn:00095847v
d000.s25871.t00002 bn:00091037v
d000.s25872.t00000 bn:00085647v
d000.s25873.t00000 bn:00092759v
d000.s25873.t00001 bn:00087978v
d000.s25874.t00000 bn:00089240v
d000.s25874.t00001 bn:00085671v
d000.s25874.t00002 bn:00095847v
d000.s25875.t00000 bn:00087704v
d000.s25876.t00000 bn:00089277v
d000.s25877.t00000 bn:00091451v
d000.s25878.t00000 bn:00085647v
d000.s25879.t00000 bn:00082799v
d000.s25880.t00000 bn:00087894v
d000.s25880.t00001 bn:00084531v
d000.s25880.t00002 bn:00091560v
d000.s25881.t00000 bn:00082536v
d000.s25881.t00001 bn:00085991v
d000.s25882.t00000 bn:00083141v
d000.s25883.t00000 bn:00089240v
d000.s25883.t00001 bn:00082596v
d000.s25883.t00002 bn:00085435v
d000.s25883.t00003 bn:00086933v
d000.s25884.t00000 bn:00082705v
d000.s25885.t00000 bn:00084700v
d000.s25885.t00001 bn:00092204v
d000.s25886.t00000 bn:00083141v
d000.s25886.t00001 bn:00087672v
d000.s25887.t00000 bn:00083293v
d000.s25887.t00001 bn:00095375v
d000.s25888.t00000 bn:00088162v
d000.s25889.t00000 bn:00084373v
d000.s25890.t00000 bn:00087681v
d000.s25891.t00000 bn:00082553v
d000.s25892.t00000 bn:00082705v
d000.s25892.t00001 bn:00088162v
d000.s25893.t00000 bn:00089791v
d000.s25894.t00000 bn:00082705v
d000.s25895.t00000 bn:00090224v
d000.s25896.t00000 bn:00082705v
d000.s25897.t00000 bn:00082705v
d000.s25898.t00000 bn:00086432v
d000.s25899.t00000 bn:00082705v
d000.s25900.t00000 bn:00090224v
d000.s25901.t00000 bn:00092897v
d000.s25902.t00000 bn:00083340v
d000.s25903.t00000 bn:00085475v
d000.s25903.t00001 bn:00090977v
d000.s25904.t00000 bn:00083294v
d000.s25905.t00000 bn:00093755v
d000.s25906.t00000 bn:00085499v
d000.s25907.t00000 bn:00092756v
d000.s25907.t00001 bn:00082705v
d000.s25908.t00000 bn:00092897v
d000.s25909.t00000 bn:00082706v
d000.s25910.t00000 bn:00082442v
d000.s25911.t00000 bn:00082705v
d000.s25912.t00000 bn:00084373v
d000.s25913.t00000 bn:00082705v
d000.s25914.t00000 bn:00084373v
d000.s25914.t00001 bn:00085839v
d000.s25915.t00000 bn:00084373v
d000.s25915.t00001 bn:00090977v
d000.s25916.t00000 bn:00090977v
d000.s25916.t00001 bn:00082442v
d000.s25917.t00000 bn:00082442v
d000.s25918.t00000 bn:00082442v
d000.s25919.t00000 bn:00089240v
d000.s25920.t00000 bn:00090977v
d000.s25920.t00001 bn:00083340v
d000.s25921.t00000 bn:00084373v
d000.s25921.t00001 bn:00085450v
d000.s25922.t00000 bn:00089785v
d000.s25923.t00000 bn:00088175v
d000.s25924.t00000 bn:00082705v
d000.s25925.t00000 bn:00082705v
d000.s25926.t00000 bn:00084373v
d000.s25926.t00001 bn:00090977v
d000.s25927.t00000 bn:00084373v
d000.s25928.t00000 bn:00084373v
d000.s25929.t00000 bn:00082705v
d000.s25930.t00000 bn:00084700v
d000.s25930.t00001 bn:00084373v
d000.s25931.t00000 bn:00082705v
d000.s25932.t00000 bn:00083184v
d000.s25933.t00000 bn:00087802v
d000.s25934.t00000 bn:00083681v
d000.s25935.t00000 bn:00082705v
d000.s25936.t00000 bn:00083294v
d000.s25937.t00000 bn:00084198v
d000.s25938.t00000 bn:00087672v
d000.s25938.t00001 bn:00082276v
d000.s25939.t00000 bn:00087441v
d000.s25939.t00001 bn:00082985v
d000.s25939.t00002 bn:00086370v
d000.s25940.t00000 bn:00082276v
d000.s25941.t00000 bn:00089785v
d000.s25941.t00001 bn:00084893v
d000.s25942.t00000 bn:00085261v
d000.s25942.t00001 bn:00086682v
d000.s25943.t00000 bn:00085261v
d000.s25944.t00000 bn:00083184v
d000.s25945.t00000 bn:00087724v
d000.s25946.t00000 bn:00087672v
d000.s25946.t00001 bn:00091458v
d000.s25946.t00002 bn:00088456v
d000.s25947.t00000 bn:00089384v
d000.s25948.t00000 bn:00082573v
d000.s25949.t00000 bn:00082690v
d000.s25950.t00000 bn:00084684v
d000.s25951.t00000 bn:00084302v
d000.s25952.t00000 bn:00084062v
d000.s25953.t00000 bn:00089785v
d000.s25954.t00000 bn:00084198v
d000.s25955.t00000 bn:00087672v
d000.s25956.t00000 bn:00084198v
d000.s25957.t00000 bn:00083193v
d000.s25958.t00000 bn:00084331v
d000.s25959.t00000 bn:00089785v
d000.s25960.t00000 bn:00085623v
d000.s25961.t00000 bn:00083185v
d000.s25962.t00000 bn:00089785v
d000.s25963.t00000 bn:00087441v
d000.s25964.t00000 bn:00088629v
d000.s25965.t00000 bn:00082291v
d000.s25965.t00001 bn:00084893v
d000.s25966.t00000 bn:00089240v
d000.s25967.t00000 bn:00089785v
d000.s25968.t00000 bn:00089785v
d000.s25968.t00001 bn:00084893v
d000.s25969.t00000 bn:00085261v
d000.s25969.t00001 bn:00092163v
d000.s25970.t00000 bn:00082573v
d000.s25971.t00000 bn:00084710v
d000.s25971.t00001 bn:00086682v
d000.s25971.t00002 bn:00094300v
d000.s25972.t00000 bn:00086682v
d000.s25973.t00000 bn:00087169v
d000.s25974.t00000 bn:00092163v
d000.s25975.t00000 bn:00085452v
d000.s25975.t00001 bn:00090736v
d000.s25976.t00000 bn:00095489v
d000.s25977.t00000 bn:00082536v
d000.s25977.t00001 bn:00082844v
d000.s25978.t00000 bn:00089240v
d000.s25979.t00000 bn:00084079v
d000.s25980.t00000 bn:00084893v
d000.s25981.t00000 bn:00084079v
d000.s25982.t00000 bn:00084893v
d000.s25982.t00001 bn:00089282v
d000.s25983.t00000 bn:00092783v
d000.s25984.t00000 bn:00095777v
d000.s25985.t00000 bn:00084331v
d000.s25985.t00001 bn:00084198v
d000.s25986.t00000 bn:00089407v
d000.s25987.t00000 bn:00085293v
d000.s25988.t00000 bn:00082304v
d000.s25989.t00000 bn:00084893v
d000.s25990.t00000 bn:00090224v
d000.s25991.t00000 bn:00084079v
d000.s25992.t00000 bn:00083193v
d000.s25992.t00001 bn:00092783v
d000.s25993.t00000 bn:00089241v
d000.s25994.t00000 bn:00084082v
d000.s25995.t00000 bn:00082954v
d000.s25996.t00000 bn:00082317v
d000.s25996.t00001 bn:00082412v
d000.s25997.t00000 bn:00089246v
d000.s25997.t00001 bn:00089791v
d000.s25998.t00000 bn:00084699v
d000.s25999.t00000 bn:00082757v
d000.s25999.t00001 bn:00091493v
d000.s26000.t00000 bn:00089791v
d000.s26000.t00001 bn:00091493v
d000.s26001.t00000 bn:00088020v
d000.s26001.t00001 bn:00091493v
d000.s26002.t00000 bn:00089240v
d000.s26002.t00001 bn:00083226v
d000.s26002.t00002 bn:00084710v
d000.s26003.t00000 bn:00089240v
d000.s26003.t00001 bn:00091493v
d000.s26004.t00000 bn:00082442v
d000.s26005.t00000 bn:00088824v
d000.s26006.t00000 bn:00086698v
d000.s26007.t00000 bn:00095375v
d000.s26007.t00001 bn:00084160v
d000.s26008.t00000 bn:00089384v
d000.s26009.t00000 bn:00089105v
d000.s26009.t00001 bn:00088469v
d000.s26010.t00000 bn:00082418v
d000.s26010.t00001 bn:00092622v
d000.s26011.t00000 bn:00093287v
d000.s26012.t00000 bn:00082412v
d000.s26012.t00001 bn:00093287v
d000.s26012.t00002 bn:00087736v
d000.s26013.t00000 bn:00087107v
d000.s26013.t00001 bn:00089240v
d000.s26014.t00000 bn:00090400v
d000.s26014.t00001 bn:00093287v
d000.s26014.t00002 bn:00089240v
d000.s26014.t00003 bn:00085647v
d000.s26015.t00000 bn:00090485v
d000.s26016.t00000 bn:00088815v
d000.s26016.t00001 bn:00085468v
d000.s26017.t00000 bn:00088733v
d000.s26018.t00000 bn:00086682v
d000.s26018.t00001 bn:00082192v
d000.s26019.t00000 bn:00084710v
d000.s26020.t00000 bn:00084710v
d000.s26020.t00001 bn:00092783v
d000.s26021.t00000 bn:00088939v
d000.s26022.t00000 bn:00091493v
d000.s26022.t00001 bn:00083145v
d000.s26023.t00000 bn:00082690v
d000.s26023.t00001 bn:00084699v
d000.s26024.t00000 bn:00089240v
d000.s26025.t00000 bn:00094275v
d000.s26026.t00000 bn:00089277v
d000.s26026.t00001 bn:00085711v
d000.s26027.t00000 bn:00084385v
d000.s26028.t00000 bn:00085711v
d000.s26029.t00000 bn:00087802v
d000.s26029.t00001 bn:00089384v
d000.s26029.t00002 bn:00087967v
d000.s26030.t00000 bn:00089240v
d000.s26030.t00001 bn:00092425v
d000.s26031.t00000 bn:00082995v
d000.s26032.t00000 bn:00093287v
d000.s26032.t00001 bn:00091451v
d000.s26032.t00002 bn:00082481v
d000.s26033.t00000 bn:00087107v
d000.s26033.t00001 bn:00087612v
d000.s26034.t00000 bn:00085337v
d000.s26035.t00000 bn:00084231v
d000.s26036.t00000 bn:00090486v
d000.s26037.t00000 bn:00085583v
d000.s26038.t00000 bn:00085771v
d000.s26038.t00001 bn:00082481v
d000.s26039.t00000 bn:00082285v
d000.s26040.t00000 bn:00083181v
d000.s26041.t00000 bn:00087107v
d000.s26041.t00001 bn:00082414v
d000.s26041.t00002 bn:00085332v
d000.s26042.t00000 bn:00093287v
d000.s26042.t00001 bn:00084733v
d000.s26043.t00000 bn:00084931v
d000.s26044.t00000 bn:00082412v
d000.s26044.t00001 bn:00082233v
d000.s26044.t00002 bn:00093287v
d000.s26045.t00000 bn:00089277v
d000.s26046.t00000 bn:00082690v
d000.s26047.t00000 bn:00083185v
d000.s26048.t00000 bn:00084082v
d000.s26048.t00001 bn:00094053v
d000.s26049.t00000 bn:00082195v
d000.s26050.t00000 bn:00085647v
d000.s26050.t00001 bn:00091603v
d000.s26051.t00000 bn:00085647v
d000.s26052.t00000 bn:00086682v
d000.s26052.t00001 bn:00093452v
d000.s26053.t00000 bn:00095812v
d000.s26053.t00001 bn:00082646v
d000.s26054.t00000 bn:00082566v
d000.s26054.t00001 bn:00092443v
d000.s26055.t00000 bn:00084058v
d000.s26055.t00001 bn:00085339v
d000.s26055.t00002 bn:00085261v
d000.s26056.t00000 bn:00082233v
d000.s26057.t00000 bn:00086567v
d000.s26057.t00001 bn:00091603v
d000.s26058.t00000 bn:00085183v
d000.s26059.t00000 bn:00093452v
d000.s26059.t00001 bn:00088791v
d000.s26060.t00000 bn:00085261v
d000.s26061.t00000 bn:00082481v
d000.s26062.t00000 bn:00082705v
d000.s26063.t00000 bn:00085261v
d000.s26064.t00000 bn:00085261v
d000.s26065.t00000 bn:00086370v
d000.s26066.t00000 bn:00082272v
d000.s26067.t00000 bn:00092443v
d000.s26068.t00000 bn:00083370v
d000.s26068.t00001 bn:00082233v
d000.s26068.t00002 bn:00089277v
d000.s26069.t00000 bn:00092443v
d000.s26069.t00001 bn:00089806v
d000.s26070.t00000 bn:00083370v
d000.s26070.t00001 bn:00089574v
d000.s26070.t00002 bn:00082693v
d000.s26070.t00003 bn:00082705v
d000.s26071.t00000 bn:00090033v
d000.s26071.t00001 bn:00085261v
d000.s26072.t00000 bn:00094053v
d000.s26073.t00000 bn:00084302v
d000.s26074.t00000 bn:00085647v
d000.s26074.t00001 bn:00092109v
d000.s26075.t00000 bn:00089240v
d000.s26076.t00000 bn:00083340v
d000.s26076.t00001 bn:00090266v
d000.s26077.t00000 bn:00087012v
d000.s26078.t00000 bn:00084343v
d000.s26079.t00000 bn:00084343v
d000.s26080.t00000 bn:00082321v
d000.s26081.t00000 bn:00090715v
d000.s26082.t00000 bn:00082844v
d000.s26083.t00000 bn:00085261v
d000.s26084.t00000 bn:00085742v
d000.s26085.t00000 bn:00088818v
d000.s26085.t00001 bn:00088773v
d000.s26086.t00000 bn:00094717v
d000.s26087.t00000 bn:00084231v
d000.s26088.t00000 bn:00083184v
d000.s26089.t00000 bn:00082596v
d000.s26090.t00000 bn:00086001v
d000.s26091.t00000 bn:00082690v
d000.s26091.t00001 bn:00089893v
d000.s26092.t00000 bn:00088097v
d000.s26092.t00001 bn:00093287v
d000.s26093.t00000 bn:00083183v
d000.s26093.t00001 bn:00086122v
d000.s26093.t00002 bn:00093287v
d000.s26093.t00003 bn:00093430v
d000.s26094.t00000 bn:00082690v
d000.s26094.t00001 bn:00093929v
d000.s26094.t00002 bn:00087864v
d000.s26095.t00000 bn:00093430v
d000.s26095.t00001 bn:00083185v
d000.s26096.t00000 bn:00093430v
d000.s26097.t00000 bn:00093287v
d000.s26098.t00000 bn:00085261v
d000.s26099.t00000 bn:00082281v
d000.s26100.t00000 bn:00085261v
d000.s26101.t00000 bn:00082691v
d000.s26101.t00001 bn:00092429v
d000.s26102.t00000 bn:00085337v
d000.s26102.t00001 bn:00082277v
d000.s26103.t00000 bn:00082691v
d000.s26104.t00000 bn:00092429v
d000.s26105.t00000 bn:00089277v
d000.s26106.t00000 bn:00093430v
d000.s26107.t00000 bn:00087617v
d000.s26108.t00000 bn:00083885v
d000.s26109.t00000 bn:00083341v
d000.s26110.t00000 bn:00084343v
d000.s26111.t00000 bn:00083342v
d000.s26111.t00001 bn:00084654v
d000.s26111.t00002 bn:00090633v
d000.s26112.t00000 bn:00082357v
d000.s26112.t00001 bn:00085744v
d000.s26113.t00000 bn:00084931v
d000.s26114.t00000 bn:00085596v
d000.s26115.t00000 bn:00086933v
d000.s26116.t00000 bn:00082652v
d000.s26117.t00000 bn:00084198v
d000.s26118.t00000 bn:00085382v
d000.s26118.t00001 bn:00089384v
d000.s26119.t00000 bn:00092876v
d000.s26120.t00000 bn:00091708v
d000.s26121.t00000 bn:00083294v
d000.s26122.t00000 bn:00085252v
d000.s26122.t00001 bn:00086557v
d000.s26123.t00000 bn:00090448v
d000.s26124.t00000 bn:00085509v
d000.s26125.t00000 bn:00082306v
d000.s26125.t00001 bn:00082705v
d000.s26126.t00000 bn:00095228v
d000.s26127.t00000 bn:00095812v
d000.s26127.t00001 bn:00084082v
d000.s26128.t00000 bn:00082705v
d000.s26129.t00000 bn:00089240v
d000.s26129.t00001 bn:00093287v
d000.s26130.t00000 bn:00090448v
d000.s26131.t00000 bn:00090887v
d000.s26131.t00001 bn:00090485v
d000.s26132.t00000 bn:00089240v
d000.s26133.t00000 bn:00083145v
d000.s26134.t00000 bn:00093430v
d000.s26135.t00000 bn:00089805v
d000.s26136.t00000 bn:00093430v
d000.s26137.t00000 bn:00082477v
d000.s26137.t00001 bn:00083370v
d000.s26138.t00000 bn:00083704v
d000.s26139.t00000 bn:00089240v
d000.s26140.t00000 bn:00082481v
d000.s26140.t00001 bn:00082417v
d000.s26141.t00000 bn:00085805v
d000.s26142.t00000 bn:00085252v
d000.s26142.t00001 bn:00082224v
d000.s26142.t00002 bn:00087461v
d000.s26143.t00000 bn:00094275v
d000.s26144.t00000 bn:00092052v
d000.s26144.t00001 bn:00084373v
d000.s26145.t00000 bn:00092052v
d000.s26146.t00000 bn:00086370v
d000.s26147.t00000 bn:00091458v
d000.s26147.t00001 bn:00089309v
d000.s26148.t00000 bn:00083145v
d000.s26149.t00000 bn:00088782v
d000.s26150.t00000 bn:00086949v
d000.s26151.t00000 bn:00093758v
d000.s26152.t00000 bn:00093758v
d000.s26153.t00000 bn:00082734v
d000.s26154.t00000 bn:00083181v
d000.s26155.t00000 bn:00084018v
d000.s26156.t00000 bn:00090633v
d000.s26157.t00000 bn:00085450v
d000.s26158.t00000 bn:00085332v
d000.s26158.t00001 bn:00093758v
d000.s26159.t00000 bn:00089007v
d000.s26159.t00001 bn:00089785v
d000.s26160.t00000 bn:00093405v
d000.s26161.t00000 bn:00085623v
d000.s26161.t00001 bn:00085475v
d000.s26161.t00002 bn:00092756v
d000.s26162.t00000 bn:00090795v
d000.s26162.t00001 bn:00085516v
d000.s26163.t00000 bn:00083185v
d000.s26164.t00000 bn:00092763v
d000.s26164.t00001 bn:00082273v
d000.s26165.t00000 bn:00084931v
d000.s26166.t00000 bn:00082646v
d000.s26166.t00001 bn:00082306v
d000.s26167.t00000 bn:00092513v
d000.s26168.t00000 bn:00089105v
d000.s26169.t00000 bn:00094053v
d000.s26170.t00000 bn:00090485v
d000.s26171.t00000 bn:00083185v
d000.s26171.t00001 bn:00083515v
d000.s26171.t00002 bn:00095593v
d000.s26172.t00000 bn:00088733v
d000.s26173.t00000 bn:00083370v
d000.s26173.t00001 bn:00091451v
d000.s26174.t00000 bn:00083370v
d000.s26175.t00000 bn:00093287v
d000.s26175.t00001 bn:00084079v
d000.s26176.t00000 bn:00089245v
d000.s26177.t00000 bn:00093170v
d000.s26177.t00001 bn:00090400v
d000.s26178.t00000 bn:00082267v
d000.s26179.t00000 bn:00082844v
d000.s26180.t00000 bn:00085337v
d000.s26181.t00000 bn:00087107v
d000.s26181.t00001 bn:00087724v
d000.s26181.t00002 bn:00084302v
d000.s26182.t00000 bn:00087372v
d000.s26183.t00000 bn:00087372v
d000.s26184.t00000 bn:00087372v
d000.s26185.t00000 bn:00085688v
d000.s26185.t00001 bn:00084314v
d000.s26186.t00000 bn:00093430v
d000.s26186.t00001 bn:00093287v
d000.s26187.t00000 bn:00093287v
d000.s26188.t00000 bn:00089806v
d000.s26188.t00001 bn:00085742v
d000.s26188.t00002 bn:00083961v
d000.s26189.t00000 bn:00094090v
d000.s26189.t00001 bn:00082138v
d000.s26190.t00000 bn:00087869v
d000.s26191.t00000 bn:00087189v
d000.s26191.t00001 bn:00082482v
d000.s26192.t00000 bn:00083183v
d000.s26193.t00000 bn:00092759v
d000.s26194.t00000 bn:00089240v
d000.s26195.t00000 bn:00093287v
d000.s26196.t00000 bn:00084231v
d000.s26196.t00001 bn:00087107v
d000.s26197.t00000 bn:00092424v
d000.s26198.t00000 bn:00093287v
d000.s26199.t00000 bn:00085261v
d000.s26200.t00000 bn:00092424v
d000.s26200.t00001 bn:00085319v
d000.s26200.t00002 bn:00087976v
d000.s26201.t00000 bn:00082762v
d000.s26202.t00000 bn:00094927v
d000.s26203.t00000 bn:00086116v
d000.s26203.t00001 bn:00082844v
d000.s26204.t00000 bn:00093430v
d000.s26205.t00000 bn:00082844v
d000.s26205.t00001 bn:00094675v
d000.s26205.t00002 bn:00090098v
d000.s26206.t00000 bn:00083833v
d000.s26207.t00000 bn:00095616v
d000.s26207.t00001 bn:00095832v
d000.s26208.t00000 bn:00089240v
d000.s26208.t00001 bn:00087441v
d000.s26209.t00000 bn:00094275v
d000.s26209.t00001 bn:00086122v
d000.s26210.t00000 bn:00082646v
d000.s26211.t00000 bn:00083181v
d000.s26212.t00000 bn:00085162v
d000.s26213.t00000 bn:00085337v
d000.s26213.t00001 bn:00083183v
d000.s26214.t00000 bn:00085261v
d000.s26215.t00000 bn:00083184v
d000.s26216.t00000 bn:00082281v
d000.s26217.t00000 bn:00084389v
d000.s26217.t00001 bn:00093287v
d000.s26217.t00002 bn:00090294v
d000.s26217.t00003 bn:00083184v
d000.s26218.t00000 bn:00090224v
d000.s26218.t00001 bn:00093287v
d000.s26218.t00002 bn:00090294v
d000.s26218.t00003 bn:00083184v
d000.s26219.t00000 bn:00083184v
d000.s26220.t00000 bn:00093287v
d000.s26220.t00001 bn:00095597v
d000.s26221.t00000 bn:00093430v
d000.s26221.t00001 bn:00085319v
d000.s26222.t00000 bn:00089240v
d000.s26223.t00000 bn:00090949v
d000.s26224.t00000 bn:00090142v
d000.s26225.t00000 bn:00094927v
d000.s26225.t00001 bn:00085450v
d000.s26226.t00000 bn:00093287v
d000.s26227.t00000 bn:00092524v
d000.s26227.t00001 bn:00093756v
d000.s26228.t00000 bn:00092783v
d000.s26228.t00001 bn:00089240v
d000.s26229.t00000 bn:00092783v
d000.s26229.t00001 bn:00084554v
d000.s26230.t00000 bn:00083356v
d000.s26231.t00000 bn:00088483v
d000.s26232.t00000 bn:00084733v
d000.s26233.t00000 bn:00089791v
d000.s26234.t00000 bn:00083185v
d000.s26235.t00000 bn:00084343v
d000.s26236.t00000 bn:00093287v
d000.s26236.t00001 bn:00088939v
d000.s26236.t00002 bn:00085261v
d000.s26237.t00000 bn:00088912v
d000.s26237.t00001 bn:00084733v
d000.s26238.t00000 bn:00090322v
d000.s26239.t00000 bn:00092443v
d000.s26240.t00000 bn:00095233v
d000.s26241.t00000 bn:00083961v
d000.s26242.t00000 bn:00087864v
d000.s26243.t00000 bn:00083340v
d000.s26243.t00001 bn:00086021v
d000.s26243.t00002 bn:00095040v
d000.s26244.t00000 bn:00088912v
d000.s26245.t00000 bn:00089401v
d000.s26246.t00000 bn:00085162v
d000.s26247.t00000 bn:00082690v
d000.s26248.t00000 bn:00095593v
d000.s26248.t00001 bn:00088912v
d000.s26249.t00000 bn:00082613v
d000.s26249.t00001 bn:00093430v
d000.s26250.t00000 bn:00093758v
d000.s26251.t00000 bn:00083145v
d000.s26251.t00001 bn:00091711v
d000.s26252.t00000 bn:00087291v
d000.s26252.t00001 bn:00088912v
d000.s26253.t00000 bn:00087864v
d000.s26253.t00001 bn:00084231v
d000.s26253.t00002 bn:00088912v
d000.s26254.t00000 bn:00083498v
d000.s26254.t00001 bn:00084058v
d000.s26255.t00000 bn:00085319v
d000.s26256.t00000 bn:00089385v
d000.s26256.t00001 bn:00093287v
d000.s26257.t00000 bn:00093287v
d000.s26258.t00000 bn:00094687v
d000.s26259.t00000 bn:00082139v
d000.s26260.t00000 bn:00086271v
d000.s26261.t00000 bn:00090321v
d000.s26262.t00000 bn:00095597v
d000.s26263.t00000 bn:00084413v
d000.s26263.t00001 bn:00083145v
d000.s26264.t00000 bn:00093776v
d000.s26264.t00001 bn:00095593v
d000.s26264.t00002 bn:00084231v
d000.s26265.t00000 bn:00095233v
d000.s26265.t00001 bn:00093287v
d000.s26266.t00000 bn:00082470v
d000.s26266.t00001 bn:00089277v
d000.s26267.t00000 bn:00091135v
d000.s26268.t00000 bn:00093287v
d000.s26269.t00000 bn:00093287v
d000.s26270.t00000 bn:00093287v
d000.s26271.t00000 bn:00084931v
d000.s26272.t00000 bn:00087402v
d000.s26273.t00000 bn:00085652v
d000.s26273.t00001 bn:00085125v
d000.s26274.t00000 bn:00086933v
d000.s26275.t00000 bn:00093287v
d000.s26276.t00000 bn:00087234v
d000.s26277.t00000 bn:00083294v
d000.s26277.t00001 bn:00082195v
d000.s26278.t00000 bn:00093287v
d000.s26278.t00001 bn:00085689v
d000.s26279.t00000 bn:00092443v
d000.s26280.t00000 bn:00093287v
d000.s26280.t00001 bn:00082697v
d000.s26281.t00000 bn:00087617v
d000.s26282.t00000 bn:00090448v
d000.s26283.t00000 bn:00089241v
d000.s26284.t00000 bn:00093776v
d000.s26285.t00000 bn:00093287v
d000.s26285.t00001 bn:00084413v
d000.s26286.t00000 bn:00084413v
d000.s26286.t00001 bn:00093287v
d000.s26287.t00000 bn:00082690v
d000.s26287.t00001 bn:00093287v
d000.s26288.t00000 bn:00093287v
d000.s26289.t00000 bn:00083181v
d000.s26290.t00000 bn:00093287v
d000.s26291.t00000 bn:00090448v
d000.s26292.t00000 bn:00091096v
d000.s26292.t00001 bn:00086452v
d000.s26293.t00000 bn:00091913v
d000.s26294.t00000 bn:00085319v
d000.s26295.t00000 bn:00083340v
d000.s26296.t00000 bn:00093287v
d000.s26297.t00000 bn:00087976v
d000.s26298.t00000 bn:00093287v
d000.s26298.t00001 bn:00083403v
d000.s26299.t00000 bn:00093287v
d000.s26299.t00001 bn:00087321v
d000.s26300.t00000 bn:00090448v
d000.s26300.t00001 bn:00093287v
d000.s26300.t00002 bn:00088483v
d000.s26301.t00000 bn:00087460v
d000.s26302.t00000 bn:00091073v
d000.s26303.t00000 bn:00082646v
d000.s26304.t00000 bn:00085319v
