d000.s00000.t00000 bn:00058442n
d000.s05918.t00000 bn:00083366v
d000.s05919.t00000 bn:00092103v
d000.s05920.t00000 bn:00083756v
d000.s05921.t00000 bn:00003341n
d000.s05922.t00000 bn:00086910v
d000.s05923.t00000 bn:00083567v
d000.s05924.t00000 bn:00088236v
d000.s05925.t00000 bn:00089526v
d000.s05926.t00000 bn:00083847v
d000.s05927.t00000 bn:00091720v
d000.s05928.t00000 bn:00091720v
d000.s05929.t00000 bn:00082950v
d000.s05930.t00000 bn:00083450v
d000.s05931.t00000 bn:00085689v
d000.s05932.t00000 bn:00085689v
d000.s05933.t00000 bn:00085692v
d000.s05934.t00000 bn:00085692v
d000.s05935.t00000 bn:00082705v
d000.s05936.t00000 bn:00082705v
d000.s05937.t00000 bn:00082705v
d000.s05938.t00000 bn:00082705v
d000.s05939.t00000 bn:00082705v
d000.s05940.t00000 bn:00092558v
d000.s05941.t00000 bn:00087829v
d000.s05942.t00000 bn:00087461v
d000.s05943.t00000 bn:00087461v
d000.s05944.t00000 bn:00086843v
d000.s05945.t00000 bn:00087460v
d000.s05946.t00000 bn:00087460v
d000.s05947.t00000 bn:00093918v
d000.s05948.t00000 bn:00094565v
d000.s05949.t00000 bn:00094565v
d000.s05950.t00000 bn:00094565v
d000.s05951.t00000 bn:00087321v
d000.s05952.t00000 bn:00087321v
d000.s05953.t00000 bn:00083796v
d000.s05954.t00000 bn:00091057v
d000.s05955.t00000 bn:00087322v
d000.s05956.t00000 bn:00092662v
d000.s05957.t00000 bn:00092662v
d000.s05958.t00000 bn:00088085v
d000.s05959.t00000 bn:00086962v
d000.s05960.t00000 bn:00086962v
d000.s05961.t00000 bn:00086962v
d000.s05962.t00000 bn:00088086v
d000.s05963.t00000 bn:00088084v
d000.s05964.t00000 bn:00084153v
d000.s05965.t00000 bn:00082142v
d000.s05966.t00000 bn:00088029v
d000.s05967.t00000 bn:00091029v
d000.s05968.t00000 bn:00087645v
d000.s05969.t00000 bn:00093251v
d000.s05970.t00000 bn:00086819v
d000.s05971.t00000 bn:00093939v
d000.s05972.t00000 bn:00093939v
d000.s05973.t00000 bn:00089749v
d000.s05974.t00000 bn:00084888v
d000.s05975.t00000 bn:00088759v
d000.s05976.t00000 bn:00091098v
d000.s05977.t00000 bn:00082348v
d000.s05978.t00000 bn:00082348v
d000.s05979.t00000 bn:00095040v
d000.s05980.t00000 bn:00095040v
d000.s05981.t00000 bn:00089172v
d000.s05982.t00000 bn:00085207v
d000.s05983.t00000 bn:00085207v
d000.s05984.t00000 bn:00085207v
d000.s05985.t00000 bn:00088762v
d000.s05986.t00000 bn:00085133v
d000.s05987.t00000 bn:00089385v
d000.s05988.t00000 bn:00082344v
d000.s05989.t00000 bn:00082344v
d000.s05990.t00000 bn:00087057v
d000.s05991.t00000 bn:00089053v
d000.s05992.t00000 bn:00085744v
d000.s05993.t00000 bn:00084536v
d000.s05994.t00000 bn:00084536v
d000.s05995.t00000 bn:00086807v
d000.s05996.t00000 bn:00089932v
d000.s05997.t00000 bn:00086304v
d000.s05998.t00000 bn:00085293v
d000.s05999.t00000 bn:00090855v
d000.s06000.t00000 bn:00091821v
d000.s06001.t00000 bn:00094813v
d000.s06002.t00000 bn:00093144v
d000.s06003.t00000 bn:00084608v
d000.s06004.t00000 bn:00091490v
d000.s06005.t00000 bn:00088411v
d000.s06006.t00000 bn:00086004v
d000.s06007.t00000 bn:00083404v
d000.s06008.t00000 bn:00083495v
d000.s06009.t00000 bn:00083495v
d000.s06010.t00000 bn:00086139v
d000.s06011.t00000 bn:00085890v
d000.s06012.t00000 bn:00085890v
d000.s06013.t00000 bn:00085890v
d000.s06014.t00000 bn:00094639v
d000.s06015.t00000 bn:00086412v
d000.s06016.t00000 bn:00090139v
d000.s06017.t00000 bn:00082606v
d000.s06018.t00000 bn:00090908v
d000.s06019.t00000 bn:00088622v
d000.s06020.t00000 bn:00084146v
d000.s06021.t00000 bn:00090460v
d000.s06022.t00000 bn:00033848n
d000.s06023.t00000 bn:00088585v
d000.s06024.t00000 bn:00088884v
d000.s06025.t00000 bn:00087636v
d000.s06026.t00000 bn:00084318v
d000.s06027.t00000 bn:00091806v
d000.s06028.t00000 bn:00090191v
d000.s06029.t00000 bn:00090098v
d000.s06030.t00000 bn:00090098v
d000.s06031.t00000 bn:00000996n
d000.s06032.t00000 bn:00085903v
d000.s06033.t00000 bn:00085903v
d000.s06034.t00000 bn:00085903v
d000.s06035.t00000 bn:00083497v
d000.s06036.t00000 bn:00083607v
d000.s06037.t00000 bn:00087393v
d000.s06038.t00000 bn:00087393v
d000.s06039.t00000 bn:00092799v
d000.s06040.t00000 bn:00085163v
d000.s06041.t00000 bn:00082921v
d000.s06042.t00000 bn:00095426v
d000.s06043.t00000 bn:00085623v
d000.s06044.t00000 bn:00085623v
d000.s06045.t00000 bn:00082347v
d000.s06046.t00000 bn:00090686v
d000.s06047.t00000 bn:00083554v
d000.s06048.t00000 bn:00091390v
d000.s06049.t00000 bn:00083938v
d000.s06050.t00000 bn:00090086v
d000.s06051.t00000 bn:00087007v
d000.s06052.t00000 bn:00087063v
d000.s06053.t00000 bn:00003341n
d000.s06054.t00000 bn:00003341n
d000.s06055.t00000 bn:00086619v
d000.s06056.t00000 bn:00085448v
d000.s06057.t00000 bn:00089905v
d000.s06058.t00000 bn:00091469v
d000.s06059.t00000 bn:00089347v
d000.s06060.t00000 bn:00094453v
d000.s06061.t00000 bn:00094453v
d000.s06062.t00000 bn:00090129v
d000.s06063.t00000 bn:00095735v
d000.s06064.t00000 bn:00091531v
d000.s06065.t00000 bn:00083805v
d000.s06066.t00000 bn:00083805v
d000.s06067.t00000 bn:00086134v
d000.s06068.t00000 bn:00086134v
d000.s06069.t00000 bn:00086135v
d000.s06070.t00000 bn:00091572v
d000.s06071.t00000 bn:00083081v
d000.s06072.t00000 bn:00090695v
d000.s06073.t00000 bn:00084312v
d000.s06074.t00000 bn:00084312v
d000.s06075.t00000 bn:00094952v
d000.s06076.t00000 bn:00090187v
d000.s06077.t00000 bn:00093485v
d000.s06078.t00000 bn:00086531v
d000.s06079.t00000 bn:00084059v
d000.s06080.t00000 bn:00084059v
d000.s06081.t00000 bn:00084654v
d000.s06082.t00000 bn:00089810v
d000.s06083.t00000 bn:00083802v
d000.s06084.t00000 bn:00088911v
d000.s06085.t00000 bn:00083515v
d000.s06086.t00000 bn:00083885v
d000.s06087.t00000 bn:00094224v
d000.s06088.t00000 bn:00084554v
d000.s06089.t00000 bn:00084554v
d000.s06090.t00000 bn:00091594v
d000.s06091.t00000 bn:00090514v
d000.s06092.t00000 bn:00095052v
d000.s06093.t00000 bn:00095215v
d000.s06094.t00000 bn:00091064v
d000.s06095.t00000 bn:00091064v
d000.s06096.t00000 bn:00093501v
d000.s06097.t00000 bn:00082565v
d000.s06098.t00000 bn:00086954v
d000.s06099.t00000 bn:00082188v
d000.s06099.t00001 bn:00003341n
d000.s06100.t00000 bn:00083797v
d000.s06101.t00000 bn:00082826v
d000.s06102.t00000 bn:00082131v
d000.s06103.t00000 bn:00090300v
d000.s06104.t00000 bn:00095327v
d000.s06105.t00000 bn:00087670v
d000.s06106.t00000 bn:00094634v
d000.s06107.t00000 bn:00089179v
d000.s06108.t00000 bn:00089178v
d000.s06109.t00000 bn:00086278v
d000.s06110.t00000 bn:00090357v
d000.s06111.t00000 bn:00084805v
d000.s06112.t00000 bn:00084812v
d000.s06113.t00000 bn:00084812v
d000.s06114.t00000 bn:00084148v
d000.s06115.t00000 bn:00092204v
d000.s06116.t00000 bn:00090224v
d000.s06117.t00000 bn:00090224v
d000.s06118.t00000 bn:00089276v
d000.s06119.t00000 bn:00082920v
d000.s06120.t00000 bn:00082920v
d000.s06121.t00000 bn:00094934v
d000.s06122.t00000 bn:00090214v
d000.s06123.t00000 bn:00095406v
d000.s06124.t00000 bn:00092391v
d000.s06125.t00000 bn:00084979v
d000.s06126.t00000 bn:00088629v
d000.s06127.t00000 bn:00085374v
d000.s06128.t00000 bn:00094939v
d000.s06129.t00000 bn:00086814v
d000.s06130.t00000 bn:00085059v
d000.s06131.t00000 bn:00086463v
d000.s06132.t00000 bn:00090225v
d000.s06133.t00000 bn:00090225v
d000.s06134.t00000 bn:00090123v
d000.s06135.t00000 bn:00094275v
d000.s06136.t00000 bn:00090322v
d000.s06137.t00000 bn:00090322v
d000.s06138.t00000 bn:00087030v
d000.s06139.t00000 bn:00086178v
d000.s06140.t00000 bn:00085046v
d000.s06141.t00000 bn:00085046v
d000.s06142.t00000 bn:00091453v
d000.s06143.t00000 bn:00087872v
d000.s06144.t00000 bn:00085691v
d000.s06145.t00000 bn:00082831v
d000.s06146.t00000 bn:00082831v
d000.s06147.t00000 bn:00089785v
d000.s06148.t00000 bn:00094418v
d000.s06149.t00000 bn:00094418v
d000.s06150.t00000 bn:00089114v
d000.s06151.t00000 bn:00092142v
d000.s06152.t00000 bn:00084314v
d000.s06153.t00000 bn:00084145v
d000.s06154.t00000 bn:00087593v
d000.s06155.t00000 bn:00086949v
d000.s06156.t00000 bn:00086782v
d000.s06157.t00000 bn:00086782v
d000.s06158.t00000 bn:00091597v
d000.s06159.t00000 bn:00086115v
d000.s06160.t00000 bn:00094026v
d000.s06161.t00000 bn:00083229v
d000.s06162.t00000 bn:00086198v
d000.s06163.t00000 bn:00085145v
d000.s06164.t00000 bn:00086698v
d000.s06165.t00000 bn:00086013v
d000.s06166.t00000 bn:00086013v
d000.s06167.t00000 bn:00092160v
d000.s06168.t00000 bn:00083251v
d000.s06169.t00000 bn:00082770v
d000.s06170.t00000 bn:00092663v
d000.s06171.t00000 bn:00092663v
d000.s06172.t00000 bn:00095548v
d000.s06173.t00000 bn:00085516v
d000.s06174.t00000 bn:00088036v
d000.s06175.t00000 bn:00085270v
d000.s06176.t00000 bn:00086012v
d000.s06177.t00000 bn:00086012v
d000.s06178.t00000 bn:00082225v
d000.s06179.t00000 bn:00082225v
d000.s06180.t00000 bn:00082225v
d000.s06181.t00000 bn:00089759v
d000.s06182.t00000 bn:00082306v
d000.s06183.t00000 bn:00082306v
d000.s06184.t00000 bn:00084699v
d000.s06185.t00000 bn:00084699v
d000.s06186.t00000 bn:00089778v
d000.s06187.t00000 bn:00085678v
d000.s06188.t00000 bn:00085880v
d000.s06189.t00000 bn:00085880v
d000.s06190.t00000 bn:00085880v
d000.s06191.t00000 bn:00084198v
d000.s06192.t00000 bn:00084198v
d000.s06193.t00000 bn:00092471v
d000.s06194.t00000 bn:00086563v
d000.s06195.t00000 bn:00088480v
d000.s06196.t00000 bn:00083042v
d000.s06197.t00000 bn:00084038v
d000.s06198.t00000 bn:00085784v
d000.s06199.t00000 bn:00085783v
d000.s06200.t00000 bn:00089587v
d000.s06201.t00000 bn:00090127v
d000.s06202.t00000 bn:00090138v
d000.s06203.t00000 bn:00082386v
d000.s06204.t00000 bn:00091391v
d000.s06205.t00000 bn:00091389v
d000.s06206.t00000 bn:00095849v
d000.s06207.t00000 bn:00095849v
d000.s06208.t00000 bn:00085160v
d000.s06209.t00000 bn:00085489v
d000.s06210.t00000 bn:00094109v
d000.s06211.t00000 bn:00082635v
d000.s06212.t00000 bn:00085488v
d000.s06213.t00000 bn:00086272v
d000.s06214.t00000 bn:00087107v
d000.s06215.t00000 bn:00087107v
d000.s06216.t00000 bn:00055346n
d000.s06217.t00000 bn:00091551v
d000.s06218.t00000 bn:00085526v
d000.s06219.t00000 bn:00091723v
d000.s06220.t00000 bn:00086352v
d000.s06221.t00000 bn:00086350v
d000.s06222.t00000 bn:00082287v
d000.s06223.t00000 bn:00082287v
d000.s06224.t00000 bn:00082287v
d000.s06225.t00000 bn:00090880v
d000.s06226.t00000 bn:00091710v
d000.s06227.t00000 bn:00091713v
d000.s06228.t00000 bn:00091713v
d000.s06229.t00000 bn:00093758v
d000.s06230.t00000 bn:00093758v
d000.s06231.t00000 bn:00088818v
d000.s06232.t00000 bn:00029245n
d000.s06233.t00000 bn:00086733v
d000.s06234.t00000 bn:00086733v
d000.s06235.t00000 bn:00088677v
d000.s06236.t00000 bn:00091758v
d000.s06237.t00000 bn:00085805v
d000.s06238.t00000 bn:00085805v
d000.s06239.t00000 bn:00088426v
d000.s06240.t00000 bn:00092123v
d000.s06241.t00000 bn:00093522v
d000.s06242.t00000 bn:00089674v
d000.s06243.t00000 bn:00084082v
d000.s06244.t00000 bn:00086009v
d000.s06245.t00000 bn:00095531v
d000.s06246.t00000 bn:00082880v
d000.s06247.t00000 bn:00094374v
d000.s06248.t00000 bn:00094374v
d000.s06249.t00000 bn:00090949v
d000.s06250.t00000 bn:00087864v
d000.s06251.t00000 bn:00089659v
d000.s06252.t00000 bn:00082256v
d000.s06253.t00000 bn:00086717v
d000.s06254.t00000 bn:00086717v
d000.s06255.t00000 bn:00082136v
d000.s06256.t00000 bn:00082136v
d000.s06257.t00000 bn:00085702v
d000.s06258.t00000 bn:00085702v
d000.s06259.t00000 bn:00090504v
d000.s06260.t00000 bn:00090504v
d000.s06261.t00000 bn:00089322v
d000.s06262.t00000 bn:00088068v
d000.s06263.t00000 bn:00095832v
d000.s06264.t00000 bn:00082447v
d000.s06265.t00000 bn:00082447v
d000.s06266.t00000 bn:00088065v
d000.s06267.t00000 bn:00089857v
d000.s06268.t00000 bn:00087155v
d000.s06269.t00000 bn:00082641v
d000.s06270.t00000 bn:00082641v
d000.s06271.t00000 bn:00094573v
d000.s06272.t00000 bn:00090940v
d000.s06273.t00000 bn:00082464v
d000.s06274.t00000 bn:00082439v
d000.s06275.t00000 bn:00082123v
d000.s06276.t00000 bn:00086504v
d000.s06277.t00000 bn:00090032v
d000.s06278.t00000 bn:00083021v
d000.s06279.t00000 bn:00090852v
d000.s06280.t00000 bn:00082263v
d000.s06281.t00000 bn:00089889v
d000.s06282.t00000 bn:00086519v
d000.s06283.t00000 bn:00085563v
d000.s06284.t00000 bn:00086682v
d000.s06285.t00000 bn:00086682v
d000.s06286.t00000 bn:00091949v
d000.s06287.t00000 bn:00086683v
d000.s06288.t00000 bn:00085924v
d000.s06289.t00000 bn:00083219v
d000.s06290.t00000 bn:00083219v
d000.s06291.t00000 bn:00090946v
d000.s06292.t00000 bn:00088553v
d000.s06293.t00000 bn:00088912v
d000.s06294.t00000 bn:00088912v
d000.s06295.t00000 bn:00088386v
d000.s06296.t00000 bn:00086600v
d000.s06297.t00000 bn:00086600v
d000.s06298.t00000 bn:00085319v
d000.s06299.t00000 bn:00085319v
d000.s06300.t00000 bn:00085319v
d000.s06301.t00000 bn:00085319v
d000.s06302.t00000 bn:00085319v
d000.s06303.t00000 bn:00082735v
d000.s06304.t00000 bn:00082735v
d000.s06305.t00000 bn:00087012v
d000.s06306.t00000 bn:00094566v
d000.s06307.t00000 bn:00087757v
d000.s06308.t00000 bn:00094300v
d000.s06309.t00000 bn:00094300v
d000.s06310.t00000 bn:00094398v
d000.s06311.t00000 bn:00094398v
d000.s06312.t00000 bn:00089154v
d000.s06313.t00000 bn:00089154v
d000.s06314.t00000 bn:00087413v
d000.s06315.t00000 bn:00093076v
d000.s06316.t00000 bn:00092995v
d000.s06317.t00000 bn:00092995v
d000.s06318.t00000 bn:00094234v
d000.s06319.t00000 bn:00093072v
d000.s06320.t00000 bn:00093072v
d000.s06321.t00000 bn:00093072v
d000.s06322.t00000 bn:00091075v
d000.s06323.t00000 bn:00092159v
d000.s06324.t00000 bn:00084629v
d000.s06325.t00000 bn:00084629v
d000.s06326.t00000 bn:00084629v
d000.s06327.t00000 bn:00094781v
d000.s06328.t00000 bn:00094781v
d000.s06329.t00000 bn:00093077v
d000.s06330.t00000 bn:00082470v
d000.s06331.t00000 bn:00084503v
d000.s06332.t00000 bn:00086271v
d000.s06333.t00000 bn:00094816v
d000.s06334.t00000 bn:00083195v
d000.s06335.t00000 bn:00083195v
d000.s06336.t00000 bn:00083195v
d000.s06337.t00000 bn:00094677v
d000.s06338.t00000 bn:00095597v
d000.s06339.t00000 bn:00095597v
d000.s06340.t00000 bn:00095597v
d000.s06341.t00000 bn:00095597v
d000.s06342.t00000 bn:00095597v
d000.s06343.t00000 bn:00095233v
d000.s06344.t00000 bn:00095233v
d000.s06345.t00000 bn:00095233v
d000.s06346.t00000 bn:00090010v
d000.s06347.t00000 bn:00086020v
d000.s06348.t00000 bn:00095588v
d000.s06349.t00000 bn:00093881v
d000.s06350.t00000 bn:00090655v
d000.s06351.t00000 bn:00090655v
d000.s06352.t00000 bn:00082165v
d000.s06353.t00000 bn:00094264v
d000.s06354.t00000 bn:00087308v
d000.s06355.t00000 bn:00093170v
d000.s06356.t00000 bn:00087340v
d000.s06357.t00000 bn:00091024v
d000.s06358.t00000 bn:00091024v
d000.s06359.t00000 bn:00088378v
d000.s06360.t00000 bn:00093231v
d000.s06361.t00000 bn:00091382v
d000.s06362.t00000 bn:00094620v
d000.s06363.t00000 bn:00095784v
d000.s06364.t00000 bn:00086868v
d000.s06365.t00000 bn:00086868v
d000.s06366.t00000 bn:00092622v
d000.s06367.t00000 bn:00092622v
d000.s06368.t00000 bn:00093014v
d000.s06369.t00000 bn:00093014v
d000.s06370.t00000 bn:00093013v
d000.s06371.t00000 bn:00093013v
d000.s06372.t00000 bn:00094675v
d000.s06373.t00000 bn:00094675v
d000.s06374.t00000 bn:00087089v
d000.s06375.t00000 bn:00087088v
d000.s06376.t00000 bn:00083833v
d000.s06377.t00000 bn:00083833v
d000.s06378.t00000 bn:00090016v
d000.s06379.t00000 bn:00085356v
d000.s06380.t00000 bn:00093770v
d000.s06381.t00000 bn:00087976v
d000.s06382.t00000 bn:00087976v
d000.s06383.t00000 bn:00084110v
d000.s06384.t00000 bn:00087365v
d000.s06385.t00000 bn:00090182v
d000.s06386.t00000 bn:00087367v
d000.s06387.t00000 bn:00093769v
d000.s06388.t00000 bn:00088423v
d000.s06389.t00000 bn:00088423v
d000.s06390.t00000 bn:00087237v
d000.s06391.t00000 bn:00088421v
d000.s06392.t00000 bn:00088421v
d000.s06393.t00000 bn:00085567v
d000.s06394.t00000 bn:00085567v
d000.s06395.t00000 bn:00090250v
d000.s06396.t00000 bn:00088433v
d000.s06397.t00000 bn:00084831v
d000.s06398.t00000 bn:00084834v
d000.s06399.t00000 bn:00089239v
d000.s06400.t00000 bn:00092969v
d000.s06401.t00000 bn:00082901v
d000.s06402.t00000 bn:00091503v
d000.s06403.t00000 bn:00088939v
d000.s06404.t00000 bn:00088939v
d000.s06405.t00000 bn:00084196v
d000.s06406.t00000 bn:00086643v
d000.s06407.t00000 bn:00047142n
d000.s06408.t00000 bn:00093779v
d000.s06409.t00000 bn:00091446v
d000.s06410.t00000 bn:00083993v
d000.s06411.t00000 bn:00086894v
d000.s06412.t00000 bn:00085520v
d000.s06413.t00000 bn:00083403v
d000.s06414.t00000 bn:00086173v
d000.s06415.t00000 bn:00086056v
d000.s06416.t00000 bn:00086056v
d000.s06417.t00000 bn:00082613v
d000.s06418.t00000 bn:00084990v
d000.s06419.t00000 bn:00094689v
d000.s06420.t00000 bn:00088944v
d000.s06421.t00000 bn:00082732v
d000.s06422.t00000 bn:00087910v
d000.s06423.t00000 bn:00088153v
d000.s06424.t00000 bn:00085894v
d000.s06425.t00000 bn:00086357v
d000.s06426.t00000 bn:00087305v
d000.s06427.t00000 bn:00087325v
d000.s06428.t00000 bn:00088110v
d000.s06429.t00000 bn:00088291v
d000.s06430.t00000 bn:00084058v
d000.s06431.t00000 bn:00084058v
d000.s06432.t00000 bn:00084058v
d000.s06433.t00000 bn:00089772v
d000.s06434.t00000 bn:00093332v
d000.s06435.t00000 bn:00090180v
d000.s06436.t00000 bn:00093876v
d000.s06437.t00000 bn:00095235v
d000.s06438.t00000 bn:00086161v
d000.s06439.t00000 bn:00093019v
d000.s06440.t00000 bn:00087253v
d000.s06441.t00000 bn:00088096v
d000.s06442.t00000 bn:00088096v
d000.s06443.t00000 bn:00088096v
d000.s06444.t00000 bn:00088096v
d000.s06445.t00000 bn:00095355v
d000.s06446.t00000 bn:00095355v
d000.s06447.t00000 bn:00095355v
d000.s06448.t00000 bn:00088740v
d000.s06449.t00000 bn:00087618v
d000.s06450.t00000 bn:00094520v
d000.s06451.t00000 bn:00094520v
d000.s06452.t00000 bn:00094520v
d000.s06453.t00000 bn:00087808v
d000.s06454.t00000 bn:00087285v
d000.s06455.t00000 bn:00087285v
d000.s06456.t00000 bn:00090661v
d000.s06457.t00000 bn:00089924v
d000.s06458.t00000 bn:00089926v
d000.s06459.t00000 bn:00094931v
d000.s06460.t00000 bn:00094931v
d000.s06461.t00000 bn:00092606v
d000.s06462.t00000 bn:00093978v
d000.s06463.t00000 bn:00095041v
d000.s06464.t00000 bn:00090493v
d000.s06465.t00000 bn:00086936v
d000.s06466.t00000 bn:00093430v
d000.s06467.t00000 bn:00093430v
d000.s06468.t00000 bn:00093430v
d000.s06469.t00000 bn:00083356v
d000.s06470.t00000 bn:00090448v
d000.s06471.t00000 bn:00090448v
d000.s06472.t00000 bn:00090448v
d000.s06473.t00000 bn:00087787v
d000.s06474.t00000 bn:00088705v
d000.s06475.t00000 bn:00082690v
d000.s06476.t00000 bn:00082690v
d000.s06477.t00000 bn:00082690v
d000.s06478.t00000 bn:00082693v
d000.s06479.t00000 bn:00082693v
d000.s06480.t00000 bn:00094053v
d000.s06481.t00000 bn:00092638v
d000.s06482.t00000 bn:00093682v
d000.s06483.t00000 bn:00092055v
d000.s06484.t00000 bn:00086743v
d000.s06485.t00000 bn:00093683v
d000.s06486.t00000 bn:00093683v
d000.s06487.t00000 bn:00090878v
d000.s06488.t00000 bn:00085509v
d000.s06489.t00000 bn:00085509v
d000.s06490.t00000 bn:00091130v
d000.s06491.t00000 bn:00089332v
d000.s06492.t00000 bn:00085510v
d000.s06493.t00000 bn:00085917v
d000.s06494.t00000 bn:00088300v
d000.s06495.t00000 bn:00090450v
d000.s06496.t00000 bn:00086708v
d000.s06497.t00000 bn:00086708v
d000.s06498.t00000 bn:00092578v
d000.s06499.t00000 bn:00086880v
d000.s06500.t00000 bn:00086960v
d000.s06501.t00000 bn:00083306v
d000.s06502.t00000 bn:00085703v
d000.s06503.t00000 bn:00091515v
d000.s06504.t00000 bn:00088869v
d000.s06505.t00000 bn:00085648v
d000.s06506.t00000 bn:00089474v
d000.s06507.t00000 bn:00090400v
d000.s06508.t00000 bn:00089280v
d000.s06509.t00000 bn:00089280v
d000.s06510.t00000 bn:00090125v
d000.s06511.t00000 bn:00093211v
d000.s06512.t00000 bn:00085938v
d000.s06513.t00000 bn:00087475v
d000.s06514.t00000 bn:00085113v
d000.s06515.t00000 bn:00033848n
d000.s06516.t00000 bn:00094832v
d000.s06517.t00000 bn:00085335v
d000.s06518.t00000 bn:00088815v
d000.s06519.t00000 bn:00088815v
d000.s06520.t00000 bn:00088815v
d000.s06521.t00000 bn:00089407v
d000.s06522.t00000 bn:00089407v
d000.s06523.t00000 bn:00089240v
d000.s06524.t00000 bn:00089240v
d000.s06525.t00000 bn:00059060n
d000.s06526.t00000 bn:00089241v
d000.s06527.t00000 bn:00089241v
d000.s06528.t00000 bn:00094731v
d000.s06529.t00000 bn:00094731v
d000.s06530.t00000 bn:00084331v
d000.s06531.t00000 bn:00084331v
d000.s06532.t00000 bn:00084830v
d000.s06533.t00000 bn:00089246v
d000.s06534.t00000 bn:00089246v
d000.s06535.t00000 bn:00089246v
d000.s06536.t00000 bn:00082145v
d000.s06537.t00000 bn:00094551v
d000.s06538.t00000 bn:00088201v
d000.s06539.t00000 bn:00000996n
d000.s06540.t00000 bn:00094612v
d000.s06541.t00000 bn:00094612v
d000.s06542.t00000 bn:00082119v
d000.s06543.t00000 bn:00083420v
d000.s06544.t00000 bn:00088825v
d000.s06545.t00000 bn:00088825v
d000.s06546.t00000 bn:00082198v
d000.s06547.t00000 bn:00082201v
d000.s06548.t00000 bn:00086390v
d000.s06549.t00000 bn:00091124v
d000.s06550.t00000 bn:00093452v
d000.s06551.t00000 bn:00093452v
d000.s06552.t00000 bn:00093472v
d000.s06553.t00000 bn:00093472v
d000.s06554.t00000 bn:00086335v
d000.s06555.t00000 bn:00084065v
d000.s06556.t00000 bn:00084231v
d000.s06557.t00000 bn:00090444v
d000.s06558.t00000 bn:00090445v
d000.s06559.t00000 bn:00085466v
d000.s06560.t00000 bn:00085462v
d000.s06561.t00000 bn:00091493v
d000.s06562.t00000 bn:00091493v
d000.s06563.t00000 bn:00087802v
d000.s06564.t00000 bn:00083445v
d000.s06565.t00000 bn:00086018v
d000.s06566.t00000 bn:00087372v
d000.s06567.t00000 bn:00083657v
d000.s06568.t00000 bn:00083657v
d000.s06569.t00000 bn:00085645v
d000.s06570.t00000 bn:00092383v
d000.s06571.t00000 bn:00082739v
d000.s06572.t00000 bn:00092528v
d000.s06573.t00000 bn:00033848n
d000.s06574.t00000 bn:00082793v
d000.s06575.t00000 bn:00089336v
d000.s06576.t00000 bn:00055346n
d000.s06577.t00000 bn:00085644v
d000.s06578.t00000 bn:00089386v
d000.s06579.t00000 bn:00088204v
d000.s06580.t00000 bn:00088204v
d000.s06581.t00000 bn:00017182n
d000.s06582.t00000 bn:00090485v
d000.s06583.t00000 bn:00082280v
d000.s06584.t00000 bn:00082280v
d000.s06585.t00000 bn:00090491v
d000.s06586.t00000 bn:00084089v
d000.s06587.t00000 bn:00084089v
d000.s06588.t00000 bn:00083226v
